tract,prod
42101030700,1.82869977450736
42101030800,1.19976691197462
42101030900,1.83887841300108
42101031000,1.75126939978444
42101031101,1.11095637961069
42101031102,1.41434495168027
42101031200,1.6258429244558
42101031300,1.63712378640794
42101031401,1.74358621708714
42101031402,1.13421557564276
42101031501,1.5490750327863
42101031502,2.14978977419979
42101031600,1.98184013750708
42101031700,1.58498510946416
42101031800,1.39600408732739
42101031900,0.964152783679617
42101032000,1.64252612278948
42101032100,1.41417824975744
42101032300,1.26536809317313
42101032500,1.69742122404194
42101032600,2.64513573088581
42101032900,1.4379128311358
42101033000,1.56908396931573
42101033101,1.46172600131595
42101033102,1.25607592314883
42101033200,1.45718996858717
42101033300,2.293265687678
42101033400,2.31789683729889
42101033500,2.73394047703588
42101033600,1.77168031530013
42101033701,2.40829219245232
42101033702,1.11828227995213
42101033800,1.9002121067865
42101033900,2.51926686069255
42101034000,1.2291710487119
42101034100,1.63488294186963
42101034200,1.4881080803514
42101034400,1.6941610536596
42101034501,1.15565170204181
42101034502,1.92215303799669
42101034600,2.45755163619538
42101034701,1.23403256263703
42101034702,1.42054166570532
42101034801,1.53013082070074
42101034802,1.00242889551211
42101034803,1.22692367631732
42101034900,1.71525586553567
42101035100,1.29404703085779
42101035200,1.46015573285149
42101035301,2.14015884833444
42101035302,1.27207216647115
42101035500,2.22790564901333
42101035601,1.78019734060194
42101035602,1.56600845908481
42101035701,1.62713066665887
42101035702,1.34807366535772
42101035800,1.28994361725645
42101035900,1.4351896207053
42101036000,2.00003282157107
42101036100,0.852021258650658
42101036201,0.899468300695886
42101036202,1.02280508294365
42101036203,1.07143516417194
42101036301,1.78723968826565
42101036302,0.671637622377324
42101036303,1.45070972205754
42101036400,1.8369815311708
42101036501,1.26587328377791
42101036502,0.966022220064118
42101036600,2.52822010493126
42101036700,4.76158895240922
42101036901,6.61161142067642
42101036902,6.71306432204435
42101037200,2.17232279271466
42101037300,1.8280977537813
42101037500,1.25535002197761
42101037600,4.46557074830553
42101037700,4.14267345958634
42101037800,2.53083164987147
42101037900,3.11221735719388
42101038000,2.12883230939783
42101038100,2.55558160158932
42101038200,3.23979477835764
42101038301,2.39221005322981
42101038400,1.53044287561514
42101038500,1.58120758199909
42101038600,1.26096059986649
42101038700,2.05539371335531
42101038800,1.80326961141391
42101038900,1.78150130858537
42101039001,1.54866179001517
42101039002,2.5279344934849
42101039100,1.28304241117555
42101980001,0.931658107183952
42101980002,1.36401878058666
42101980003,2.47237449539634
42101980100,0.740402411150688
42101980200,0.403252171445665
42101980300,3.25731618203532
42101980400,3.10554596883468
42101980500,0
42101980600,3.23776569368146
42101980701,2.42187410733775
42101980702,2.43636852477971
42101980800,0
42101980901,2.98852122130155
42101980902,0.521838310925493
42101980903,0.632995384524324
42101980904,0.500027001154366
42101980905,0.463443824810292
42101980906,0.796393117917163
42101989100,2.29240270973706
42101989200,3.16706543012011
42101989300,3.84418007766883
